scenario_id,asset_id,route_id,stage_id,stage_time_hours_mean,stage_time_hours_p50,stage_order_hint,cell_total_stage_time_mean,stage_time_share_pct
STRESS,PRIVATE_CREDIT,TRADFI,ONBOARDING,15.998974733164847,15.082969295272349,1.0,2494.388655968215,0.6413986326823928
STRESS,PRIVATE_CREDIT,TRADFI,KYC_REVIEW,279.30433378370685,279.516903345267,2.0,2494.388655968215,11.1973061261094
STRESS,PRIVATE_CREDIT,TRADFI,ELIGIBILITY_GATE,12.910439976038703,11.960926969456109,3.0,2494.388655968215,0.5175793253047577
STRESS,PRIVATE_CREDIT,TRADFI,ORDER_PLACEMENT,0.35,0.35,4.0,2494.388655968215,0.014031494216531581
STRESS,PRIVATE_CREDIT,TRADFI,EXECUTION,0.06999999999999999,0.06999999999999999,5.0,2494.388655968215,0.0028062988433063163
STRESS,PRIVATE_CREDIT,TRADFI,CLEARING_SETTLEMENT,44.113821705462385,40.428734990989454,6.0,2494.388655968215,1.768522383226574
STRESS,PRIVATE_CREDIT,TRADFI,CUSTODY_RECORDING,12.1615646172395,10.332421520326752,7.0,2494.388655968215,0.48755692454506055
STRESS,PRIVATE_CREDIT,TRADFI,SERVICING_REPORTING,8.059078099905031,7.9397146869453525,8.0,2494.388655968215,0.3230883078554109
STRESS,PRIVATE_CREDIT,TRADFI,TRANSFERABILITY,127.0187460434065,121.07362330961833,9.0,2494.388655968215,5.092179429997578
STRESS,PRIVATE_CREDIT,TRADFI,EXIT_INITIATION,1800.35,1800.35,10.0,2494.388655968215,72.17600175066468
STRESS,PRIVATE_CREDIT,TRADFI,REDEMPTION_PROCESSING,194.0516970092913,204.11207146647388,11.0,2494.388655968215,7.779529326554314
STRESS,PRIVATE_CREDIT,TOKENIZED,ONBOARDING,0.525064690433732,0.48592198920933294,1.0,2280.7298060666817,0.02302178403759506
STRESS,PRIVATE_CREDIT,TOKENIZED,KYC_REVIEW,256.04779759428914,257.13980038886353,2.0,2280.7298060666817,11.226573043120174
STRESS,PRIVATE_CREDIT,TOKENIZED,ELIGIBILITY_GATE,10.915931580354219,10.031312691380919,3.0,2280.7298060666817,0.47861572867238045
STRESS,PRIVATE_CREDIT,TOKENIZED,ORDER_PLACEMENT,0.24,0.24,4.0,2280.7298060666817,0.010522947495209923
STRESS,PRIVATE_CREDIT,TOKENIZED,EXECUTION,0.06,0.06,5.0,2280.7298060666817,0.0026307368738024807
STRESS,PRIVATE_CREDIT,TOKENIZED,CLEARING_SETTLEMENT,0.08924325722388027,0.0760947295478545,6.0,2280.7298060666817,0.003912925458618356
STRESS,PRIVATE_CREDIT,TOKENIZED,CUSTODY_RECORDING,5.376855556618515,5.0980627475919205,7.0,2280.7298060666817,0.2357515362984348
STRESS,PRIVATE_CREDIT,TOKENIZED,SERVICING_REPORTING,8.602183673023541,5.334531245555453,8.0,2280.7298060666817,0.37716802973074487
STRESS,PRIVATE_CREDIT,TOKENIZED,TRANSFERABILITY,13.314657260560509,9.700926561567284,9.0,2280.7298060666817,0.5837893302899742
STRESS,PRIVATE_CREDIT,TOKENIZED,EXIT_INITIATION,1801.5571197447473,1800.24,10.0,2280.7298060666817,78.99037908623163
STRESS,PRIVATE_CREDIT,TOKENIZED,REDEMPTION_PROCESSING,184.0009527094309,185.52647451392573,11.0,2280.7298060666817,8.06763485179144
